ORDER_ID,CUSTOMERS_ID,EMPLOYEES_ID,ORDER_DATE
11857,1251,51,11/12/2017
11858,1195,53,11/13/2017
11859,1094,52,11/14/2017
11860,1363,53,11/15/2017
11861,1003,51,11/15/2017
11862,1938,52,11/15/2017
11863,1717,50,11/16/2017
11864,1835,51,11/16/2017
11865,1145,52,11/16/2017
11866,1601,50,11/17/2017
11867,1206,53,11/17/2017
11868,1111,50,11/18/2017
11869,1966,52,11/18/2017
11870,1493,51,11/19/2017
11871,1261,53,11/19/2017
11872,1162,50,11/20/2017
11873,1623,52,11/20/2017
11874,1718,51,11/20/2017
11875,1735,53,11/20/2017
11876,1547,51,11/21/2017
11877,1024,52,11/21/2017
11878,1504,53,11/22/2017
11879,1406,50,11/22/2017
11880,1872,52,11/22/2017
11881,1256,53,11/23/2017
11882,1346,51,11/23/2017
11883,1692,50,11/23/2017
11884,1302,52,11/24/2017
11885,1821,51,11/24/2017
11886,1237,53,11/24/2017
11887,1851,50,11/25/2017
11888,1629,50,11/26/2017
11889,1625,51,11/26/2017
11890,1241,52,11/26/2017
11891,1290,53,11/26/2017
11892,1905,52,11/26/2017
11893,1689,53,11/27/2017
11894,1181,50,11/27/2017
11895,1140,51,11/28/2017
11896,1272,51,11/28/2017
11897,1946,50,11/28/2017
11898,1817,53,11/28/2017
11899,1253,52,11/28/2017
11900,1235,50,11/29/2017
11901,1199,52,11/29/2017
11902,1757,53,11/29/2017
11903,1271,51,11/29/2017
11904,1303,50,11/30/2017
11905,1533,52,12/1/2017
11906,1780,51,12/1/2017
11907,1806,53,12/1/2017
11908,1512,52,12/1/2017
11909,1576,50,12/2/2017
11910,1678,53,12/2/2017
11911,1483,51,12/3/2017
11912,1413,50,12/4/2017
11913,1263,53,12/4/2017
11914,1315,51,12/4/2017
11915,1861,52,12/4/2017
11916,1107,52,12/4/2017
11917,1524,50,12/4/2017
11918,1877,53,12/5/2017
11919,1080,51,12/5/2017
11920,1167,53,12/5/2017
11921,1826,52,12/6/2017
11922,1879,51,12/6/2017
11923,1682,50,12/6/2017
11924,1915,53,12/6/2017
11925,1106,52,12/6/2017
11926,1945,51,12/6/2017
11927,1942,50,12/6/2017
11928,1057,52,12/6/2017
11929,1255,53,12/7/2017
11930,1963,51,12/8/2017
11931,1144,50,12/8/2017
11932,1808,53,12/10/2017
11933,1023,51,12/10/2017
11934,1497,50,12/10/2017
11935,1506,52,12/11/2017
11936,1642,52,12/12/2017
11937,1476,50,12/13/2017
11938,1225,53,12/13/2017
11939,1811,51,12/13/2017
11940,1747,52,12/13/2017
11941,1404,50,12/14/2017
11942,1006,53,12/14/2017
11943,1822,51,12/14/2017
11944,1445,52,12/14/2017
11945,1976,51,12/14/2017
11946,1009,53,12/15/2017
11947,1980,50,12/15/2017
11948,1109,51,12/15/2017
11949,1321,50,12/15/2017
11950,1156,53,12/15/2017
11951,1654,52,12/16/2017
11952,1736,52,12/16/2017
11953,1724,51,12/16/2017
11954,1988,53,12/17/2017
11955,1740,50,12/17/2017
11956,1754,50,12/19/2017
11957,1113,53,12/19/2017
11958,1377,51,12/19/2017
11959,1907,52,12/19/2017
11960,1403,53,12/19/2017
11961,1684,51,12/19/2017
11962,1252,50,12/20/2017
11963,1800,52,12/20/2017
11964,1349,51,12/20/2017
11965,1738,53,12/20/2017
11966,1416,50,12/21/2017
11967,1798,52,12/21/2017
11968,1805,50,12/21/2017
11969,1602,51,12/21/2017
11970,1245,52,12/22/2017
11971,1530,53,12/23/2017
11972,1329,52,12/23/2017
11973,1151,53,12/23/2017
11974,1182,50,12/23/2017
11975,1637,51,12/24/2017
11976,1564,51,12/24/2017
11977,1659,53,12/24/2017
11978,1782,52,12/24/2017
11979,1031,50,12/25/2017
11980,1628,50,12/25/2017
11981,1090,51,12/25/2017
11982,1036,52,12/25/2017
11983,1779,53,12/26/2017
11984,1612,52,12/26/2017
11985,1840,51,12/26/2017
11986,1552,50,12/26/2017
11987,1741,53,12/26/2017
11988,1059,52,12/26/2017
11989,1438,53,12/27/2017
11990,1520,50,12/28/2017
11991,1227,51,12/28/2017
11992,1471,53,12/28/2017
11993,1099,52,12/28/2017
11994,1309,50,12/29/2017
11995,1896,51,12/29/2017
11996,1273,50,12/30/2017
11997,1716,52,12/30/2017
11998,1958,51,12/30/2017
11999,1214,53,12/30/2017
12000,1434,53,1/2/2018
12001,1302,50,1/3/2018
12002,1419,51,1/3/2018
12003,1312,52,1/3/2018
12004,1210,51,1/3/2018
12005,1277,50,1/3/2018
12006,1992,52,1/3/2018
12007,1511,53,1/3/2018
12008,1360,51,1/3/2018
12009,1876,53,1/3/2018
12010,1890,52,1/4/2018
12011,1094,50,1/4/2018
12012,1461,53,1/5/2018
12013,1660,51,1/5/2018
12014,1368,52,1/5/2018
12015,1704,50,1/5/2018
12016,1559,52,1/5/2018
12017,1636,50,1/6/2018
12018,1206,53,1/6/2018
12019,1993,51,1/6/2018
12020,1160,53,1/7/2018
12021,1864,51,1/7/2018
12022,1795,52,1/7/2018
12023,1702,50,1/7/2018
12024,1893,50,1/7/2018
12025,1880,53,1/8/2018
12026,1003,52,1/8/2018
12027,1836,51,1/8/2018
12028,1664,53,1/9/2018
12029,1294,51,1/9/2018
12030,1789,52,1/10/2018
12031,1029,50,1/10/2018
12032,1945,53,1/10/2018
12033,1911,51,1/10/2018
12034,1452,50,1/11/2018
12035,1894,52,1/11/2018
12036,1178,53,1/11/2018
12037,1521,50,1/12/2018
12038,1575,51,1/12/2018
12039,1298,52,1/12/2018
12040,1181,53,1/12/2018
12041,1283,51,1/12/2018
12042,1763,50,1/13/2018
12043,1946,52,1/14/2018
12044,1771,53,1/14/2018
12045,1384,50,1/14/2018
12046,1151,51,1/14/2018
12047,1496,52,1/15/2018
12048,1602,50,1/15/2018
12049,1491,53,1/16/2018
12050,1268,51,1/16/2018
12051,1825,52,1/17/2018
12052,1540,53,1/17/2018
12053,1093,52,1/17/2018
12054,1492,50,1/17/2018
12055,1949,51,1/17/2018
12056,1867,50,1/18/2018
12057,1694,51,1/19/2018
12058,1463,52,1/20/2018
12059,1646,53,1/21/2018
12060,1256,52,1/21/2018
12061,1841,50,1/22/2018
12062,1863,53,1/23/2018
12063,1386,51,1/23/2018
12064,1744,52,1/23/2018
12065,1005,53,1/24/2018
12066,1322,51,1/25/2018
12067,1658,50,1/25/2018
12068,1308,51,1/25/2018
12069,1369,52,1/25/2018
12070,1077,50,1/26/2018
12071,1502,53,1/26/2018
12072,1607,51,1/26/2018
12073,1494,50,1/26/2018
12074,1144,52,1/26/2018
12075,1438,53,1/27/2018
12076,1970,53,1/27/2018
12077,1682,50,1/27/2018
12078,1829,52,1/27/2018
12079,1878,51,1/27/2018
12080,1802,50,1/27/2018
12081,1719,52,1/28/2018
12082,1092,51,1/28/2018
12083,1810,53,1/29/2018
12084,1135,51,1/29/2018
12085,1441,50,1/29/2018
12086,1087,52,1/30/2018
12087,1049,53,1/30/2018
12088,1728,52,1/30/2018
12089,1226,53,1/30/2018
12090,1812,51,1/30/2018
12091,1820,50,1/31/2018
12092,1576,52,2/2/2018
12093,1462,53,2/2/2018
12094,1569,50,2/3/2018
12095,1132,51,2/3/2018
12096,1186,52,2/4/2018
12097,1560,50,2/4/2018
12098,1377,53,2/4/2018
12099,1905,51,2/6/2018
12100,1428,51,2/6/2018
12101,1710,52,2/6/2018
12102,1916,50,2/6/2018
12103,1541,53,2/7/2018
12104,1075,52,2/7/2018
12105,1879,50,2/8/2018
12106,1618,51,2/8/2018
12107,1987,53,2/8/2018
12108,1072,52,2/8/2018
12109,1091,50,2/8/2018
12110,1536,51,2/8/2018
12111,1941,53,2/8/2018
12112,1021,50,2/9/2018
12113,1112,53,2/9/2018
12114,1148,51,2/9/2018
12115,1023,52,2/9/2018
12116,1315,53,2/9/2018
12117,1709,51,2/9/2018
12118,1799,50,2/9/2018
12119,1106,52,2/9/2018
12120,1285,50,2/10/2018
12121,1376,53,2/10/2018
12122,1545,52,2/10/2018
12123,1991,51,2/11/2018
12124,1764,51,2/11/2018
12125,1790,52,2/11/2018
12126,1352,50,2/12/2018
12127,1278,53,2/12/2018
12128,1847,53,2/13/2018
12129,1188,51,2/13/2018
12130,1679,52,2/13/2018
12131,1571,50,2/14/2018
12132,1307,51,2/14/2018
12133,1394,50,2/15/2018
12134,1567,53,2/15/2018
12135,1169,52,2/16/2018
12136,1140,51,2/16/2018
12137,1403,50,2/16/2018
12138,1197,52,2/17/2018
12139,1321,53,2/18/2018
12140,1627,50,2/18/2018
12141,1067,52,2/19/2018
12142,1222,53,2/19/2018
12143,1846,51,2/20/2018
12144,1675,53,2/21/2018
12145,1167,50,2/21/2018
12146,1310,51,2/21/2018
12147,1405,52,2/21/2018
12148,1805,52,2/22/2018
12149,1289,53,2/22/2018
12150,1062,51,2/22/2018
12151,1630,50,2/22/2018
12152,1154,51,2/23/2018
12153,1774,52,2/23/2018
12154,1889,50,2/23/2018
12155,1930,53,2/23/2018
12156,1600,51,2/24/2018
12157,1231,53,2/24/2018
12158,1811,52,2/25/2018
12159,1726,50,2/25/2018
12160,1117,52,2/26/2018
12161,1530,53,2/26/2018
12162,1952,50,2/27/2018
12163,1672,51,2/27/2018
12164,1803,53,2/28/2018
12165,1932,50,2/28/2018
12166,1539,52,3/1/2018
12167,1834,51,3/1/2018
12168,1703,52,3/1/2018
12169,1153,50,3/2/2018
12170,1612,51,3/2/2018
12171,1095,53,3/2/2018
12172,1637,52,3/2/2018
12173,1272,51,3/2/2018
12174,1022,50,3/2/2018
12175,1629,53,3/2/2018
12176,1146,53,3/3/2018
12177,1766,52,3/3/2018
12178,1134,50,3/3/2018
12179,1552,51,3/3/2018
12180,1800,51,3/3/2018
12181,1171,52,3/3/2018
12182,1326,53,3/5/2018
12183,1604,50,3/7/2018
12184,1653,51,3/7/2018
12185,1061,50,3/7/2018
12186,1505,53,3/7/2018
12187,1553,52,3/7/2018
12188,1780,50,3/8/2018
12189,1038,53,3/9/2018
12190,1126,52,3/9/2018
12191,1828,51,3/10/2018
12192,1874,51,3/10/2018
12193,1984,50,3/12/2018
12194,1217,52,3/12/2018
12195,1006,53,3/13/2018
12196,1456,53,3/13/2018
12197,1652,52,3/13/2018
12198,1785,51,3/15/2018
12199,1274,50,3/15/2018
12200,1284,50,3/15/2018
12201,1047,53,3/15/2018
12202,1199,51,3/15/2018
12203,1498,52,3/16/2018
12204,1378,50,3/16/2018
12205,1794,53,3/16/2018
12206,1039,51,3/17/2018
12207,1073,52,3/17/2018
12208,1786,51,3/17/2018
12209,1925,53,3/19/2018
12210,1633,50,3/19/2018
12211,1525,52,3/20/2018
12212,1518,53,3/20/2018
12213,1954,51,3/20/2018
12214,1385,52,3/20/2018
12215,1915,50,3/20/2018
12216,1190,50,3/21/2018
12217,1621,53,3/22/2018
12218,1113,51,3/22/2018
12219,1969,52,3/23/2018
12220,1504,51,3/23/2018
12221,1592,50,3/23/2018
12222,1002,52,3/24/2018
12223,1966,53,3/25/2018
12224,1870,52,3/25/2018
12225,1596,51,3/26/2018
12226,1120,53,3/26/2018
12227,1467,50,3/26/2018
12228,1317,53,3/26/2018
12229,1997,52,3/27/2018
12230,1648,51,3/28/2018
12231,1297,50,3/28/2018
12232,1090,52,3/28/2018
12233,1015,51,3/29/2018
12234,1687,53,3/29/2018
12235,1599,50,3/30/2018
12236,1753,51,3/30/2018
12237,1868,53,3/30/2018
12238,1708,50,3/30/2018
12239,1400,52,3/30/2018
12240,1179,50,3/31/2018
12241,1904,53,3/31/2018
12242,1735,52,3/31/2018
12243,1027,51,4/1/2018
12244,1976,52,4/1/2018
12245,1475,53,4/1/2018
12246,1164,51,4/1/2018
12247,1959,50,4/1/2018
12248,1501,50,4/2/2018
12249,1982,52,4/2/2018
12250,1718,51,4/2/2018
12251,1011,53,4/3/2018
12252,1684,50,4/3/2018
12253,1801,52,4/4/2018
12254,1248,51,4/4/2018
12255,1192,53,4/4/2018
12256,1877,51,4/5/2018
12257,1276,50,4/5/2018
12258,1224,52,4/5/2018
12259,1758,53,4/5/2018
12260,1551,53,4/6/2018
12261,1528,50,4/7/2018
12262,1455,52,4/9/2018
12263,1036,51,4/9/2018
12264,1856,51,4/9/2018
12265,1318,53,4/9/2018
12266,1814,50,4/10/2018
12267,1473,52,4/10/2018
12268,1701,51,4/10/2018
12269,1782,53,4/10/2018
12270,1056,50,4/10/2018
12271,1819,52,4/11/2018
12272,1988,50,4/12/2018
12273,1471,51,4/12/2018
12274,1947,52,4/12/2018
12275,1071,53,4/12/2018
12276,1262,50,4/12/2018
12277,1581,53,4/13/2018
12278,1389,51,4/14/2018
12279,1681,52,4/15/2018
12280,1127,50,4/15/2018
12281,1085,51,4/15/2018
12282,1329,52,4/15/2018
12283,1174,53,4/16/2018
12284,1086,51,4/16/2018
12285,1914,53,4/16/2018
12286,1107,50,4/17/2018
12287,1989,52,4/17/2018
12288,1852,50,4/17/2018
12289,1267,51,4/17/2018
12290,1143,53,4/17/2018
12291,1912,52,4/18/2018
12292,1723,51,4/18/2018
12293,1104,52,4/18/2018
12294,1792,53,4/19/2018
12295,1250,50,4/19/2018
12296,1427,50,4/19/2018
12297,1689,52,4/20/2018
12298,1064,53,4/20/2018
12299,1859,51,4/21/2018
12300,1584,52,4/21/2018
12301,1478,50,4/21/2018
12302,1032,51,4/21/2018
12303,1924,53,4/22/2018
12304,1225,50,4/22/2018
12305,1647,51,4/22/2018
12306,1180,53,4/22/2018
12307,1442,52,4/22/2018
12308,1509,51,4/23/2018
12309,1550,50,4/23/2018
12310,1942,52,4/24/2018
12311,1750,53,4/24/2018
12312,1034,52,4/25/2018
12313,1470,53,4/25/2018
12314,1445,50,4/25/2018
12315,1045,51,4/25/2018
12316,1432,51,4/25/2018
12317,1409,50,4/25/2018
12318,1254,52,4/26/2018
12319,1150,53,4/26/2018
12320,1594,51,4/26/2018
12321,1963,53,4/26/2018
12322,1098,52,4/26/2018
12323,1244,50,4/27/2018
12324,1772,50,4/27/2018
12325,1892,53,4/28/2018
12326,1119,52,4/29/2018
12327,1446,51,4/29/2018
12328,1497,51,4/30/2018
12329,1219,52,4/30/2018
12330,1854,53,5/1/2018
12331,1512,50,5/1/2018
12332,1706,53,5/1/2018
12333,1485,52,5/1/2018
12334,1555,50,5/1/2018
12335,1416,51,5/2/2018
12336,1899,53,5/2/2018
12337,1937,51,5/2/2018
12338,1292,52,5/3/2018
12339,1921,50,5/3/2018
12340,1711,51,5/4/2018
12341,1853,50,5/4/2018
12342,1908,52,5/4/2018
12343,1271,53,5/5/2018
12344,1253,51,5/5/2018
12345,1041,50,5/6/2018
12346,1076,52,5/7/2018
12347,1155,53,5/7/2018
12348,1589,50,5/7/2018
12349,1507,53,5/8/2018
12350,1176,51,5/8/2018
12351,1985,52,5/9/2018
12352,1331,52,5/9/2018
12353,1964,50,5/9/2018
12354,1137,51,5/9/2018
12355,1059,53,5/9/2018
12356,1917,53,5/10/2018
12357,1729,52,5/10/2018
12358,1487,50,5/11/2018
12359,1320,51,5/11/2018
12360,1212,50,5/11/2018
12361,1951,53,5/11/2018
12362,1926,51,5/11/2018
12363,1424,52,5/11/2018
12364,1517,51,5/11/2018
12365,1748,50,5/12/2018
12366,1484,52,5/12/2018
12367,1418,53,5/12/2018
12368,1490,53,5/12/2018
12369,1943,50,5/13/2018
12370,1430,52,5/13/2018
12371,1437,51,5/13/2018
12372,1655,51,5/14/2018
12373,1957,53,5/14/2018
12374,1402,52,5/14/2018
12375,1175,50,5/14/2018
12376,1242,52,5/14/2018
12377,1967,53,5/14/2018
12378,1435,50,5/15/2018
12379,1158,51,5/16/2018
12380,1809,53,5/16/2018
12381,1351,52,5/16/2018
12382,1499,50,5/16/2018
12383,1887,51,5/16/2018
12384,1654,50,5/18/2018
12385,1940,52,5/18/2018
12386,1040,51,5/19/2018
12387,1381,53,5/20/2018
12388,1662,51,5/20/2018
12389,1593,50,5/21/2018
12390,1375,53,5/22/2018
12391,1010,52,5/22/2018
12392,1833,53,5/23/2018
12393,1353,50,5/23/2018
12394,1642,51,5/23/2018
12395,1161,52,5/23/2018
12396,1083,53,5/23/2018
12397,1116,52,5/23/2018
12398,1948,50,5/23/2018
12399,1419,51,5/24/2018
12400,1643,51,5/25/2018
12401,1865,52,5/25/2018
12402,1587,53,5/25/2018
12403,1685,50,5/25/2018
12404,1078,50,5/25/2018
12405,1461,51,5/25/2018
12406,1733,52,5/26/2018
12407,1114,53,5/26/2018
12408,1660,52,5/26/2018
12409,1200,51,5/27/2018
12410,1609,53,5/27/2018
12411,1871,50,5/27/2018
12412,1837,52,5/27/2018
12413,1693,53,5/27/2018
12414,1664,50,5/27/2018
12415,1814,51,5/28/2018
12416,1504,50,5/28/2018
12417,1833,51,5/28/2018
12418,1943,53,5/28/2018
12419,1159,52,5/29/2018
12420,1673,52,5/29/2018
12421,1211,51,5/29/2018
12422,1885,50,5/29/2018
12423,1464,53,5/30/2018
12424,1340,52,5/30/2018
12425,1462,53,5/30/2018
12426,1923,51,5/31/2018
12427,1778,50,6/1/2018
12428,1107,52,6/2/2018
12429,1219,50,6/3/2018
12430,1960,51,6/3/2018
12431,1080,53,6/4/2018
12432,1269,53,6/5/2018
12433,1770,51,6/5/2018
12434,1589,50,6/5/2018
12435,1779,52,6/5/2018
12436,1642,50,6/7/2018
12437,1130,51,6/7/2018
12438,1628,52,6/7/2018
12439,1172,53,6/7/2018
12440,1155,51,6/8/2018
12441,1090,50,6/8/2018
12442,1515,52,6/8/2018
12443,1647,53,6/9/2018
12444,1839,53,6/9/2018
12445,1054,51,6/9/2018
12446,1029,52,6/9/2018
12447,1852,50,6/10/2018
12448,1283,53,6/10/2018
12449,1486,51,6/11/2018
12450,1802,52,6/11/2018
12451,1458,50,6/11/2018
12452,1602,51,6/11/2018
12453,1670,52,6/12/2018
12454,1065,53,6/12/2018
12455,1163,50,6/12/2018
12456,1358,52,6/13/2018
12457,1100,53,6/13/2018
12458,1265,51,6/13/2018
12459,1558,50,6/14/2018
12460,1711,51,6/14/2018
12461,1887,50,6/14/2018
12462,1321,52,6/15/2018
12463,1217,53,6/15/2018
12464,1195,51,6/16/2018
12465,1301,52,6/16/2018
12466,1514,53,6/16/2018
12467,1682,50,6/17/2018
12468,1811,52,6/18/2018
12469,1112,50,6/19/2018
12470,1034,51,6/19/2018
12471,1596,53,6/20/2018
12472,1921,53,6/20/2018
12473,1274,51,6/20/2018
12474,1928,52,6/20/2018
12475,1851,50,6/20/2018
12476,1984,52,6/20/2018
12477,1745,51,6/21/2018
12478,1059,50,6/22/2018
12479,1567,53,6/22/2018
12480,1296,51,6/22/2018
12481,1926,52,6/22/2018
12482,1601,50,6/23/2018
12483,1680,53,6/23/2018
12484,1178,52,6/23/2018
12485,1469,53,6/23/2018
12486,1327,50,6/24/2018
12487,1575,51,6/24/2018
12488,1992,50,6/25/2018
12489,1834,53,6/25/2018
12490,1963,52,6/26/2018
12491,1520,51,6/26/2018
12492,1744,53,6/26/2018
12493,1728,51,6/26/2018
12494,1801,50,6/26/2018
12495,1740,52,6/27/2018
12496,1831,50,6/27/2018
12497,1220,53,6/28/2018
12498,1343,52,6/28/2018
12499,1562,51,6/28/2018
12500,1393,50,6/29/2018
12501,1003,52,6/29/2018
12502,1153,51,6/29/2018
12503,1793,53,6/30/2018
12504,1526,50,6/30/2018
12505,1271,53,6/30/2018
12506,1861,52,6/30/2018
12507,1379,51,6/30/2018
12508,1735,51,7/1/2018
12509,1687,53,7/1/2018
12510,1605,52,7/1/2018
12511,1732,50,7/2/2018
12512,1082,51,7/2/2018
12513,1156,50,7/3/2018
12514,1722,52,7/4/2018
12515,1191,53,7/4/2018
12516,1582,53,7/4/2018
12517,1766,52,7/5/2018
12518,1725,50,7/5/2018
12519,1962,51,7/6/2018
12520,1639,53,7/6/2018
12521,1959,50,7/6/2018
12522,1099,51,7/6/2018
12523,1081,52,7/7/2018
12524,1845,52,7/7/2018
12525,1947,51,7/8/2018
12526,1312,50,7/8/2018
12527,1808,53,7/8/2018
12528,1362,51,7/9/2018
12529,1665,52,7/9/2018
12530,1411,53,7/9/2018
12531,1212,50,7/10/2018
12532,1184,53,7/10/2018
12533,1990,50,7/10/2018
12534,1677,52,7/10/2018
12535,1363,51,7/12/2018
12536,1895,50,7/12/2018
12537,1807,53,7/12/2018
12538,1468,52,7/12/2018
12539,1912,51,7/12/2018
12540,1547,52,7/12/2018
12541,1241,53,7/12/2018
12542,1554,51,7/14/2018
12543,1460,50,7/14/2018
12544,1708,50,7/14/2018
12545,1930,53,7/15/2018
12546,1768,51,7/15/2018
12547,1955,52,7/15/2018
12548,1528,50,7/15/2018
12549,1259,52,7/15/2018
12550,1835,51,7/15/2018
12551,1052,53,7/16/2018
12552,1086,50,7/16/2018
12553,1344,52,7/16/2018
12554,1868,53,7/16/2018
12555,1841,51,7/16/2018
12556,1288,50,7/17/2018
12557,1396,53,7/17/2018
12558,1978,52,7/18/2018
12559,1649,51,7/19/2018
12560,1527,52,7/19/2018
12561,1748,51,7/19/2018
12562,1433,53,7/19/2018
12563,1905,50,7/20/2018
12564,1804,50,7/20/2018
12565,1858,51,7/20/2018
12566,1427,52,7/20/2018
12567,1334,53,7/20/2018
12568,1261,52,7/21/2018
12569,1784,51,7/21/2018
12570,1755,53,7/21/2018
12571,1498,50,7/21/2018
12572,1351,52,7/21/2018
12573,1706,50,7/21/2018
12574,1886,51,7/21/2018
12575,1096,53,7/22/2018
12576,1040,51,7/22/2018
12577,1497,53,7/23/2018
12578,1656,52,7/23/2018
12579,1011,50,7/23/2018
12580,1753,51,7/24/2018
12581,1965,52,7/24/2018
12582,1285,50,7/24/2018
12583,1115,53,7/25/2018
12584,1113,51,7/25/2018
12585,1623,52,7/26/2018
12586,1439,53,7/26/2018
12587,1777,50,7/26/2018
12588,1008,52,7/26/2018
12589,1543,50,7/26/2018
12590,1456,51,7/26/2018
12591,1720,53,7/27/2018
12592,1579,50,7/28/2018
12593,1467,51,7/28/2018
12594,1170,53,7/29/2018
12595,1079,52,7/29/2018
12596,1452,53,7/30/2018
12597,1332,51,7/30/2018
12598,1414,52,7/31/2018
12599,1937,50,7/31/2018
12600,1165,50,7/31/2018
12601,1472,53,8/1/2018
12602,1006,51,8/2/2018
12603,1185,52,8/2/2018
12604,1566,50,8/2/2018
12605,1915,53,8/3/2018
12606,1635,51,8/3/2018
12607,1838,52,8/3/2018
12608,1715,52,8/4/2018
12609,1051,53,8/4/2018
12610,1594,51,8/4/2018
12611,1977,50,8/4/2018
12612,1397,50,8/5/2018
12613,1716,52,8/5/2018
12614,1247,53,8/5/2018
12615,1030,51,8/5/2018
12616,1674,53,8/5/2018
12617,1726,50,8/6/2018
12618,1146,51,8/6/2018
12619,1546,52,8/6/2018
12620,1158,50,8/7/2018
12621,1311,51,8/7/2018
12622,1571,53,8/8/2018
12623,1018,52,8/8/2018
12624,1012,50,8/8/2018
12625,1553,51,8/8/2018
12626,1843,53,8/8/2018
12627,1774,52,8/8/2018
12628,1806,50,8/8/2018
12629,1021,52,8/9/2018
12630,1597,51,8/10/2018
12631,1679,53,8/10/2018
12632,1773,53,8/10/2018
12633,1002,50,8/11/2018
12634,1667,52,8/11/2018
12635,1061,51,8/12/2018
12636,1409,50,8/13/2018
12637,1232,53,8/13/2018
12638,1291,51,8/13/2018
12639,1041,52,8/13/2018
12640,1897,52,8/13/2018
12641,1627,50,8/14/2018
12642,1221,51,8/14/2018
12643,1403,53,8/14/2018
12644,1699,52,8/16/2018
12645,1282,50,8/17/2018
12646,1401,51,8/17/2018
12647,1797,53,8/17/2018
12648,1043,52,8/17/2018
12649,1273,53,8/18/2018
12650,1208,50,8/18/2018
12651,1578,51,8/19/2018
12652,1859,52,8/19/2018
12653,1952,53,8/19/2018
12654,1612,50,8/20/2018
12655,1951,51,8/20/2018
12656,1434,53,8/20/2018
12657,1387,50,8/21/2018
12658,1374,52,8/21/2018
12659,1161,51,8/21/2018
12660,1954,53,8/21/2018
12661,1348,51,8/22/2018
12662,1440,50,8/22/2018
12663,1239,52,8/22/2018
12664,1104,51,8/23/2018
12665,1356,52,8/24/2018
12666,1523,50,8/25/2018
12667,1224,53,8/25/2018
12668,1491,51,8/25/2018
12669,1798,52,8/25/2018
12670,1235,50,8/25/2018
12671,1324,53,8/25/2018
12672,1424,53,8/25/2018
12673,1413,51,8/26/2018
12674,1731,50,8/26/2018
12675,1501,52,8/27/2018
12676,1053,52,8/28/2018
12677,1688,51,8/28/2018
12678,1499,50,8/28/2018
12679,1767,53,8/28/2018
12680,1372,51,8/29/2018
12681,1278,52,8/29/2018
12682,1223,53,8/29/2018
12683,1634,50,8/29/2018
12684,1026,50,8/29/2018
12685,1875,51,8/30/2018
12686,1846,53,8/31/2018
12687,1473,52,8/31/2018
12688,1719,51,9/1/2018
12689,1914,53,9/1/2018
12690,1306,50,9/1/2018
12691,1370,52,9/1/2018
12692,1201,53,9/3/2018
12693,1233,50,9/4/2018
12694,1105,51,9/5/2018
12695,1246,52,9/5/2018
12696,1281,51,9/6/2018
12697,1089,50,9/6/2018
12698,1823,52,9/6/2018
12699,1552,53,9/6/2018
12700,1929,52,9/6/2018
12701,1270,50,9/6/2018
12702,1765,53,9/6/2018
12703,1781,51,9/6/2018
12704,1818,50,9/7/2018
12705,1577,51,9/8/2018
12706,1481,52,9/9/2018
12707,1872,53,9/9/2018
12708,1149,51,9/10/2018
12709,1729,52,9/10/2018
12710,1893,53,9/11/2018
12711,1826,50,9/11/2018
12712,1681,51,9/11/2018
12713,1142,52,9/11/2018
12714,1368,53,9/12/2018
12715,1450,50,9/12/2018
12716,1015,53,9/14/2018
12717,1588,50,9/15/2018
12718,1864,51,9/15/2018
12719,1395,52,9/15/2018
12720,1828,53,9/16/2018
12721,1925,50,9/16/2018
12722,1519,51,9/17/2018
12723,1317,52,9/17/2018
12724,1102,50,9/18/2018
12725,1391,53,9/19/2018
12726,1854,52,9/19/2018
12727,1421,51,9/20/2018
12728,1910,53,9/21/2018
12729,1853,50,9/21/2018
12730,1004,52,9/21/2018
12731,1123,51,9/22/2018
12732,1175,52,9/22/2018
12733,1292,53,9/22/2018
12734,1097,50,9/23/2018
12735,1510,51,9/23/2018
12736,1723,52,9/23/2018
12737,1783,51,9/24/2018
12738,1418,53,9/25/2018
12739,1422,50,9/25/2018
12740,1133,53,9/25/2018
12741,1141,52,9/25/2018
12742,1758,51,9/26/2018
12743,1764,50,9/27/2018
12744,1799,52,9/27/2018
12745,1378,51,9/27/2018
12746,1135,50,9/28/2018
12747,1630,53,9/28/2018
12748,1975,51,9/28/2018
12749,1624,52,9/28/2018
12750,1320,53,9/29/2018
12751,1131,50,9/29/2018
12752,1381,53,9/29/2018
12753,1892,52,9/29/2018
12754,1377,50,9/30/2018
12755,1565,51,9/30/2018
12756,1544,53,9/30/2018
12757,1432,50,9/30/2018
12758,1036,51,10/1/2018
12759,1906,52,10/1/2018
12760,1775,52,10/2/2018
12761,1193,53,10/3/2018
12762,1607,50,10/3/2018
12763,1313,51,10/4/2018
12764,1590,50,10/4/2018
12765,1927,53,10/4/2018
12766,1069,51,10/5/2018
12767,1014,52,10/6/2018
12768,1342,50,10/6/2018
12769,1857,51,10/6/2018
12770,1336,53,10/6/2018
12771,1210,52,10/6/2018
12772,1164,50,10/6/2018
12773,1788,52,10/7/2018
12774,1127,51,10/7/2018
12775,1819,53,10/7/2018
12776,1238,52,10/7/2018
12777,1970,50,10/7/2018
12778,1949,53,10/8/2018
12779,1994,51,10/8/2018
12780,1229,51,10/8/2018
12781,1384,53,10/8/2018
12782,1866,50,10/9/2018
12783,1350,52,10/9/2018
12784,1707,51,10/10/2018
12785,1498,52,10/10/2018
12786,1679,53,10/10/2018
